,categories,seedwords,words,rseeds
92,military,"['scout', 'battlefield', 'pilot', 'cadet', 'gunner']","['gen_mohammed_farah_aidid', 'general_dostum', 'mr_talabani', 'mujahedeen', 'renamo', 'paramilitary', 'abdullah', 'dr_abdullah', 'military', 'syrian', 'mr_hekmatyar', 'the_liberation_tigers_of_tamil_eelam', 'kabila', 'najibullah', 'mr_kabila', 'mobutu', 'militia', 'croatian', 'libyan', 'mr_karzai', 'ismail_khan', 'sadr', 'ruler', 'strategist', 'mullah_omar', 'pol_pot', 'sandinista', 'faction', 'nationalist', 'guerrilla_leader', 'military_commander', 'marxist', 'the_northern_alliance', 'dictator', 'paratrooper', 'rebel_leader', 'fundamentalist', 'gulbuddin_hekmatyar', 'sunni', 'khmer_rouge', 'communist', 'gen_michel_aoun', 'moktada_alsadr', 'massoud', 'iranian', 'maoist', 'kashmiri', 'northern_alliance', 'rebel_group', 'guerrilla', 'militant', 'islamist', 'aleksandr_i_lebed', 'rebel', 'charles_taylor', 'pashtun', 'diplomat', 'shiite', 'tajik', 'cleric', 'bosnian', 'mr_basayev', 'jonas_savimbi', 'chechen', 'jordanian', 'serb', 'religious_leader', 'hamid_karzai', 'mr_mahdi', 'separatist', 'corporal', 'radovan_karadzic', 'strongman', 'mr_massoud', 'afghan', 'army', 'commando', 'emperor', 'farc', 'serbian', 'subcommander_marcos', 'kurdish', 'the_kosovo_liberation_army', 'mr_sadr', 'vuk_draskovic', 'taliban', 'colonel', 'laurent_kabila', 'political_leader', 'rebel_army', 'kurd', 'massoud_barzani', 'the_patriotic_union', 'the_patriotic_union_of_kurdistan', 'burhanuddin_rabbani', 'warlord', 'iraqi', 'ayatollah', 'ahmed_shah_massoud', 'mr_zadran', 'comrade', 'abdul_haq', 'shiite_muslim', 'leftist', 'mullah', 'shamil_basayev', 'pakistani', 'mullah_muhammad_omar', 'somali', 'the_kurdistan_democratic_party', 'muslim', 'uzbek', 'patriot', 'aslan_maskhadov']","[15, 24, 82, 57, 104]"
93,neglect,"['vulnerability', 'rejection', 'lunacy', 'intolerable', 'sufferer']","['dishonesty', 'deceit', 'vindictiveness', 'injustices', 'misdeeds', 'indifference', 'stupidity', 'deprivation', 'culpability', 'abandonment', 'drunkenness', 'inadequacy', 'recklessness', 'coercion', 'treachery', 'entrapment', 'denial', 'hysteria', 'contrition', 'betrayal', 'misunderstanding', 'callousness', 'incompetence', 'torment', 'personal_tragedy', 'recrimination', 'anguish', 'cruelty', 'humiliation', 'irresponsibility', 'public_humiliation', 'malice', 'negligence', 'carelessness', 'racial_prejudice', 'lying', 'duplicity', 'criminality', 'selfdeception', 'misbehavior', 'emotional_distress', 'unfairness', 'ostracism', 'laziness', 'retribution', 'remorse', 'tragedy', 'neglect', 'hopelessness', 'ignorance', 'inattention', 'suffering', 'injustice', 'brutality', 'victimization', 'cowardice', 'guilt', 'helplessness', 'passivity', 'powerlessness', 'selfishness', 'insanity', 'revulsion', 'infidelity', 'transgression', 'viciousness', 'jealousy']","[55, 46, 9, 14, 36]"
94,swimming,"['fish', 'swimsuit', 'river', 'seaside', 'surfing']","['oar', 'jumping', 'reptile', 'robin', 'spider', 'hare', 'ladybug', 'bungee', 'freestyle', 'mermaid', 'ant', 'frisbee', 'curling', 'oars', 'hind_legs', 'zebra', 'beak', 'polar_bear', 'tarantula', 'nymph', 'grasshopper', 'turtle', 'fly_rod', 'paddle', 'beaver', 'frog', 'hummingbird', 'giraffe', 'fins', 'dragonfly', 'toad', 'pebble', 'python', 'kangaroo', 'swimming', 'steer', 'pigeon', 'moth', 'rattlesnake', 'peacock', 'rabbit', 'penguin', 'cheetah', 'rooster', 'caterpillar', 'gazelle', 'hoof', 'dolphin', 'butterfly', 'alligator', 'snake', 'tortoise', 'flippers', 'tubing', 'sled', 'bee', 'panther', 'crocodile', 'lizard', 'rhino', 'rhinoceros', 'falcon', 'monkey', 'surfing']","[16, 14, 28, 12, 56]"
95,exotic,"['lagoon', 'meadow', 'thriving', 'paradise', 'magnificent']","['wondrous', 'canyon', 'white_sand', 'pines', 'freshwater', 'seaside', 'pine_trees', 'exotic', 'brook', 'cove', 'prairie', 'open_fields', 'groves', 'rolling_hills', 'palm_trees', 'verdant', 'waterfall', 'bougainvillea', 'waterfalls', 'wildflower', 'woodland', 'heron', 'lagoon', 'expanse', 'greenery', 'meadow', 'seashore', 'green_hills', 'grove', 'mesa', 'plain', 'grotto', 'tourist', 'marsh', 'coral_reef', 'oak_trees', 'meadows', 'cactus', 'tundra', 'riverbank', 'grassy']","[36, 11, 17, 16, 13]"
96,love,"['pleasure', 'passionately', 'compassion', 'emotion', 'joy']","['restlessness', 'curiosity', 'eagerness', 'purity', 'aversion', 'serenity', 'own_sake', 'affection', 'altruism', 'boldness', 'vigor', 'togetherness', 'reverence', 'selfconfidence', 'friendliness', 'ambition', 'insecurities', 'intimacy', 'overwhelm', 'compulsion', 'resourcefulness', 'yearnings', 'eccentricity', 'instinct', 'constancy', 'stubbornness', 'virility', 'ambivalence', 'emotion', 'loathing', 'introspection', 'insecurity', 'closeness', 'passions', 'fervor', 'strong_sense', 'selfawareness', 'passivity', 'selfconsciousness', 'inner_strength', 'enjoyment', 'longings', 'persistence', 'sense', 'creativity', 'spontaneity', 'humility', 'longing', 'jealousy', 'camaraderie', 'modesty', 'ardor', 'naivete', 'awkwardness', 'love', 'own_sense', 'subtlety', 'yearning', 'alienation', 'selfassurance', 'selfishness', 'sincerity', 'own_kind', 'individuality', 'selfpreservation', 'contentment', 'passion', 'familiarity', 'charisma', 'desire', 'empathy', 'prejudices', 'bravado', 'shyness', 'exuberance', 'selfcontrol', 'same_sense', 'ingenuity', 'wanting', 'inevitability', 'tenacity', 'fortitude', 'assertiveness', 'idealism', 'willpower', 'good_manners', 'intellect', 'cynicism', 'dynamism']","[84, 78, 10, 39, 30]"
97,hiking,"['mountainside', 'campsite', 'path', 'climbing', 'steeply']","['gully', 'jogging', 'biked', 'dirt_track', 'dirt_roads', 'uphill', '13_miles', 'hiked', 'dirt_road', '14_miles', 'five_miles', 'trailhead', 'paved_road', 'hiking', 'seven_miles', 'campsite', 'quartermile', 'rowboat', 'jog', 'the_pacific_coast_highway', 'skiing', 'southwest', 'trudging', 'bicycling', 'swim', 'rest_stop', 'country_road', 'short_distance', 'main_road', 'swam', 'swimming', 'eight_miles', 'paddled', 'sledding', 'henry_hudson_parkway', 'back_road', 'three_miles', 'about_two_miles', 'half_a_mile', 'busy_intersection', 'frozen_lake', 'nine_miles', 'downstream', 'six_miles', 'embankment', 'about_200_yards', 'two_miles', 'winding_road', 'a_few_miles', 'about_a_mile', 'gravel_road', 'about_eight_miles', 'about_50_yards', 'four_miles', 'several_hundred_yards', 'about_100_yards', 'several_miles', 'long_walk', 'paddling', 'biking', 'mountain_roads', 'busy_street', 'about_five_miles', 'downriver', 'fishing_village', 'ravine', 'about_three_miles', 'pedaled', 'mountain_road', 'few_miles', 'footpath', 'riverbank', 'snowmobile', '22_miles']","[37, 55, 31, 66, 21]"
98,communication,"['mailing', 'interact', 'clarification', 'ask', 'wrote']","['type', 'speaking', 'specifics', 'input', 'discuss', 'communicate', 'discussions', 'answer', 'talk', 'communicating', 'specific', 'speak', 'discussion', 'communication', 'discussing']","[84, 45, 6, 30, 19]"
99,hearing,"['heard', 'listen', 'speaker', 'speaker', 'yelling']","['shouts', 'hissing', 'muffled', 'hiss', 'wails', 'human_voice', 'shrieking', 'scream', 'chatter', 'hearing', 'harmonics', 'ringing', 'whistling', 'patter', 'shout', 'audible', 'drone', 'sound', 'chimes', 'groans', 'bellowing', 'cacophony', 'whoosh', 'chords', 'chattering', 'hummed', 'cymbals', 'wail', 'murmur', 'babble', 'single_note', 'voice', 'whine', 'noises', 'sighing', 'groan', 'throb', 'falsetto', 'hum', 'speaking', 'voices', 'monotone', 'growling', 'squeals', 'shriek', 'whisper', 'drumbeats', 'audibly', 'hisses', 'tones', 'siren', 'cadence', 'wailing', 'screech', 'thump', 'rapping', 'droning', 'chanting', 'squealing', 'murmuring', 'blare', 'intoning', 'hushed', 'clap', 'moaning', 'din', 'growl', 'moans', 'hoarse', 'grunts', 'rumble', 'deafening', 'giggles', 'howling', 'screams', 'trance', 'clatter', 'roar', 'whispering', 'blaring', 'sounds', 'clapping', 'shrieks']","[13, 51, 70, 70, 36]"
100,order,"['demanding', 'servant', 'authorization', 'request', 'leader']","['compel', 'order', 'disband', 'obey', 'abide', 'renounce', 'confine', 'accept', 'initiate', 'legislate', 'intervene', 'flout', 'uphold', 'meddle', 'supersede', 'abdicate', 'capitulate', 'enforce', 'govern', 'usurp', 'overrule', 'defy', 'disobey', 'heed', 'police', 'disarm', 'affirm', 'accede', 'invoke', 'bluntly', 'surrender', 'undertake', 'shirk', 'acquiesce', 'obeying', 'oblige', 'accord', 'punish', 'abrogate', 'sanction', 'direct', 'declare', 'consent', 'impose', 'jettison', 'act', 'coerce', 'countenance', 'expel', 'supreme', 'purge', 'delegate', 'repudiate', 'disregard']","[41, 11, 19, 44, 17]"
101,sympathy,"['loss', 'forgiveness', 'sympathetic', 'fondness', 'heartache']","['impatience', 'forbearance', 'unhappy', 'sensitivity', 'dignity', 'good_humor', 'empathy', 'forthrightness', 'stubbornness', 'ambivalence', 'humility', 'equanimity', 'decency', 'affection', 'selfcontrol', 'sympathy', 'modesty', 'satisfaction', 'faith', 'naivete', 'good_intentions', 'candor', 'compassion', 'honesty', 'sincere', 'respect', 'caring', 'assurance', 'thoughtfulness', 'own_sense', 'strong_sense', 'good_sense', 'selfconfidence', 'heartbroken', 'fortitude', 'good_manners', 'kindness', 'good_judgment', 'sincerity', 'courage', 'intellect']","[7, 37, 14, 17, 38]"
102,hygiene,"['bathroom', 'deodorant', 'toothbrush', 'tub', 'cleanse']","['vacuumed', 'washing', 'soap', 'kitchen_cabinets', 'bedding', 'odor', 'grease', 'shampoo', 'waterproof', 'kerosene', 'detergent', 'lighter_fluid', 'shower', 'garden_hose', 'toilet_paper', 'vacuum_cleaner', 'heater', 'washer', 'faucets', 'disinfectant', 'toothbrush', 'bathroom', 'scrub', 'tub', 'cleaner', 'bleach', 'dryer', 'powder', 'toothbrushes', 'latex', 'scrubbing', 'vacuuming', 'dirty_dishes', 'toilet', 'ammonia', 'sinks', 'ashtrays', 'stoves', 'toilets', 'refrigerator', 'deodorant', 'bathtub', 'ashtray', 'cleanser', 'hygiene', 'cleaned', 'plastic_bottles', 'plastic_containers', 'stains', 'sponge', 'piping', 'bathtubs', 'hair_dryer', 'tubs', 'sink', 'motor_oil', 'sawdust', 'perfume', 'washing_machine', 'chlorine', 'ovens']","[35, 24, 21, 22, 36]"
103,weather,"['cool', 'temperature', 'turbulent', 'cold', 'forest']","['raindrops', 'dunes', 'blue_sky', 'sunlight', 'pine_trees', 'mountainside', 'cove', 'moat', 'tall_grass', 'hillsides', 'weather', 'gray_sky', 'fireflies', 'snowflakes', 'breeze', 'meadow', 'canopy', 'night_sky', 'winter_sun', 'forest_floor', 'swells', 'ridge', 'wind', 'tundra', 'treetops', 'riverbank', 'sky', 'dew', 'floodlights', 'mountaintop', 'cranes', 'cold_wind', 'full_moon', 'black_smoke', 'warm_air', 'whitecaps', 'snowstorm', 'cliffs', 'hundreds_of_feet', 'blue_skies', 'open_air', 'puddles', 'rafters', 'breezes', 'tall_trees', 'cold_air', 'overhead', 'waterfall', 'underfoot', 'gullies', 'rapids', 'sun', 'expanse', 'boulders', 'outdoors', 'thunderstorm', 'sunshine', 'rainbow', 'downpour', 'rising_sun', 'dark_clouds', 'billowing', 'rainbows', 'light_rain', 'green_grass', 'surf', 'ledge', 'morning_sun', 'gorge', 'gray_skies', 'haze', 'snow', 'brook', 'boulder', 'darkness', 'palm_trees', 'mist', 'bright_light', 'sunset', 'volcano', 'bright_sun', 'bright_sunlight', 'hot_sun', 'stilts', 'marsh', 'daylight', 'setting_sun', 'dusk', 'canyon', 'hammock', 'moonlight', 'plumes', 'afternoon_sun', 'pines', 'fog', 'sands', 'clouds', 'pavement', 'rainstorm', 'shallow_water', 'damp', 'icicles', 'waterfalls', 'street_lamps', 'palms', 'lagoon', 'greenery', 'white_light', 'skies', 'lava', 'glacier', 'storm_clouds', 'drifts', 'umbrella', 'gale']","[22, 61, 57, 8, 95]"
104,anonymity,"['anonymity', 'divulge', 'nameless', 'mysterious', 'divulge']","['divulge', 'elude', 'unseen', 'anonymity', 'disclose', 'hidden', 'discreet', 'reveal', 'conceal', 'ascertain', 'unaware', 'unknown', 'disguise', 'secret']","[9, 13, 6, 11, 13]"
105,trust,"['honest', 'relationship', 'prove', 'secret', 'connection']","['loyal', 'intention', 'save', 'trust', 'matter', 'insisting', 'secret']","[37, 31, 26, 28, 11]"
106,ancient,"['ancient', 'disrepair', 'ancient', 'pantheon', 'age']","['ancestry', 'history', 'age', 'lineage', 'fossil', 'jewish_history', 'neanderthals', 'ancient_world', 'anthropologist', 'geography', 'ancient_greeks', 'artifact', 'archeology', 'philosopher', 'early_history', 'historian', 'origin', 'ancient_times', 'homo', 'ancestor', 'folklore', 'genealogy', 'origins', 'the_17th_century', 'antiquity', 'archeologist', 'fossils', 'ancient', 'explorer', 'dilapidated', 'mythology', 'ancient_greece', 'the_middle_ages']","[0, 4, 27, 40, 48]"
107,deception,"['deceptive', 'sordid', 'unclear', 'sham', 'cheating']","['slights', 'insensitivity', 'dishonesty', 'vindictiveness', 'ill_will', 'hypocrisy', 'timidity', 'indifference', 'stupidity', 'hubris', 'animus', 'cynically', 'treachery', 'indecisiveness', 'betraying', 'selfinterest', 'apologists', 'victimhood', 'perfidy', 'scapegoats', 'betrayal', 'callousness', 'arrogance', 'zealotry', 'incompetence', 'distrust', 'moral_outrage', 'disloyalty', 'irresponsibility', 'loathing', 'worst_kind', 'malice', 'scapegoat', 'defensiveness', 'racial_prejudice', 'failings', 'distaste', 'duplicity', 'criminality', 'subservience', 'folly', 'selfdeception', 'unfairness', 'deception', 'disloyal', 'officialdom', 'extremism', 'ignorance', 'mistrust', 'delusion', 'injustice', 'shameful', 'dislike', 'intransigence', 'victimization', 'cowardice', 'passivity', 'unfaithful', 'divisiveness', 'intolerance', 'selfishness', 'immorality', 'complicit', 'revulsion', 'hatred', 'demagoguery', 'opportunism', 'cynicism', 'bigotry']","[35, 18, 28, 56, 23]"
108,fabric,"['flimsy', 'cotton', 'covering', 'silk', 'sew']","['corsets', 'velcro', 'robe', 'neckline', 'tunic', 'capes', 'sarong', 'silk', 'drape', 'satin', 'trousers', 'brim', 'rag', 'cashmere', 'felt', 'dye', 'shawl', 'hems', 'lipstick', 'chiffon', 'earring', 'suspenders', 'fabric', 'tassels', 'leggings', 'pouch', 'wool', 'own_hair', 'tunics', 'burlap', 'knits', 'lace', 'zipper', 'cloth', 'blouse', 'tights', 'tulle', 'weave', 'skirt', 'scarf', 'wearer', 'bead', 'fleece', 'threadbare', 'laces', 'comb', 'resin', 'petticoats', 'necklace', 'bra', 'pearls', 'vests', 'safety_pins', 'wristwatch', 'denim', 'stitch', 'beads', 'underpants', 'feathers', 'flannel', 'wax', 'stockings', 'panties', 'stitching', 'linings', 'tweed', 'yarn', 'pleats', 'curls', 'kimono', 'straps', 'undershirt', 'gauze', 'sheath', 'earrings', 'lapels', 'braids', 'overcoat', 'clasp', 'nylon', 'mannequin', 'necktie', 'feather', 'trench_coat', 'folds', 'zippers', 'braid', 'hem', 'cuffs', 'underwear', 'collars', 'cleavage', 'fedora', 'raincoat', 'rhinestones', 'sock', 'suede', 'sari', 'bodice', 'sequins', 'mesh', 'strap', 'drapery', 'wig', 'mascara', 'paintbrush', 'midriff', 'corset', 'velvet', 'jacket', 'material', 'sweater', 'thong', 'muslin', 'tissue_paper', 'swatches', 'vest']","[67, 88, 23, 18, 28]"
109,air_travel,"['journey', 'passport', 'security', 'travel', 'aircraft']","['ticket_counter', 'newark_airport', 'cockpit', 'fly', 'planes', 'board', 'suitcases', 'skis', 'cargo', 'taxis', 'la_guardia_airport', 'fellow_passengers', 'control_tower', 'takeoff', 'flying', 'gear', 'flight', 'small_plane', 'ride', 'landing', 'rental_car', 'destination', 'train', 'concorde', 'traveling', 'qe2', 'luggage', 'passenger', 'carryon_luggage', 'tarmac', 'connecting_flight', 'next_flight', 'airport', 'return_trip', 'ferry', 'trip', 'many_passengers', 'runways', 'small_planes', 'attendant', 'disembark', 'plane', 'kennedy_airport', 'passengers', 'cruise', 'traveler', 'sailboat', 'flight_attendant', 'flights', 'airplane', 'air_travel', 'small_boat', 'itinerary', 'kennedy_international_airport', 'boarding', 'jet', 'travel', 'cruise_ship', 'trolley', 'bus', 'ferries', 'taxi', 'tour_bus', 'other_passengers', 'baggage', 'terminal', 'final_destination', 'bike', 'hop', 'runway', 'destinations', 'boat', 'travelers']","[30, 11, 12, 62, 24]"
110,fight,"['clash', 'troop', 'fought', 'provoke', 'skirmish']","['belief', 'notion', 'quarrel', 'assertion', 'determination', 'squabble', 'struggle', 'tactic', 'argument', 'selfdefense', 'logic', 'fight', 'subterfuge', 'crusade', 'quest', 'weapon', 'confrontation', 'ruse', 'contention', 'adversaries']","[96, 28, 66, 87, 108]"
111,dominant_personality,"['hardworking', 'charismatic', 'egotistical', 'ego', 'intimidating']","['vigorous', 'leaner', 'passive', 'motivated', 'approachable', 'resilient', 'threatening', 'constrained', 'astute', 'adversarial', 'demanding', 'materialistic', 'fractious', 'mature', 'educated', 'assertive', 'attractive', 'tenacious', 'resourceful', 'marketable', 'aggressive', 'defiant', 'nimble', 'confrontational', 'dependable', 'pragmatic', 'cohesive', 'egalitarian', 'understanding', 'disciplined', 'dominant_personality', 'savvy', 'regimented', 'entrenched', 'individualistic', 'complacent', 'inflexible', 'fragmented', 'insecure', 'frugal', 'sophisticated', 'snooty', 'opportunistic', 'rebellious', 'entrepreneurial', 'focused', 'stubborn', 'productive', 'intimidating', 'insular', 'competitive', 'accommodating', 'successful', 'tolerant', 'prosperous']","[25, 27, 48, 49, 37]"
112,music,"['audience', 'gospel', 'sings', 'techno', 'sing']","['waltz', 'baroque_music', 'harp', 'electronic_music', 'other_dancers', 'musical_accompaniment', 'syncopations', 'dance_music', 'dance', 'castanets', 'electric_guitar', 'tangos', 'vamps', 'pilobolus', 'bass_lines', 'synthesizer', 'instrumental_music', 'mambo', 'traditional_instruments', 'taped_music', 'noh', 'polyphony', 'harmonies', 'singing', 'improvisers', 'ensemble', 'other_music', 'free_improvisation', 'percussion_instruments', 'klezmer', 'african_music', 'acoustic', 'vibraphone', 'ballet', 'house_music', 'tuner', 'syncopation', 'rumba', 'bebop', 'live_band', 'african_dance', 'big_band', 'improvisations', 'mime', 'riffs', 'horn_section', 'traditional_music', 'excitingly', 'drummers', 'xylophone', 'songwriting', 'horn_players', 'choreography', 'drumming', 'music', 'synthesizers', 'ballads', 'solos', 'ms_childs', 'electric_guitars', 'quintet', 'percussion', 'duets', 'mr_zorn', 'gamelan', 'harmonize', 'guitarists', 'reggae', 'vocal_music', 'bossa_nova', 'tango', 'duet', 'choreographically', 'mr_ndour', 'bop', 'solo', 'male_dancers', 'traditional_songs', 'sextet', 'brazilian_music', 'pop_songs', 'rhythmically', 'dance_rhythms', 'techno', 'samba', 'percussive', 'ragtime', 'acoustic_instruments', 'violins', 'improvising', 'mr_marsalis', 'rhythmic', 'accompaniment', 'acrobatics', 'improvisation', 'chinese_opera', 'odd_meters', 'latin_music', 'free_jazz', 'backup_singers', 'lute', 'classical_ballet', 'cappella', 'percussionists', 'flutes', 'modern_jazz', 'folk_music', 'propulsive', 'world_music', 'flamenco', 'waltzes', 'dances', 'virtuoso', 'kabuki', 'indian_music', 'rhythm_section', 'fiddle', 'marimba', 'choruses', 'polkas', 'capoeira', 'spoken_word', 'sitar', 'interludes', 'partnering', 'accordion', 'orchestral', 'string_quartet', 'timbres']","[37, 41, 104, 57, 61]"
113,vehicle,"['motorway', 'caravan', 'steer', 'intersection', 'road']","['small_boats', 'shuttle', 'divers', 'control_tower', 'cargo_bay', 'takeoff', 'mr_fossett', 'destination', 'airfield', 'qe2', 'the_north_pole', 'payload', 'boeing_757', 'small_planes', 'plane', 'other_planes', 'tugboat', 'ferries', 'terminal', 'small_aircraft', 'newark_airport', 'jumbo_jet', 'planes', 'tanker', 'flight', 'spaceship', 'hangar', 'airliner', 'landing', 'lander', 'ocean_floor', 'vessel', 'engines', 'atlantis', 'submarine', 'vehicle', 'airport', 'wreck', 'ferry', 'landing_strip', 'barge', 'ship', 'launch', 'cargoes', 'airplane', 'radar', 'telescope', 'reef', 'landing_site', 'endeavour', 'jets', 'other_vessels', 'freighter', 'man_crew', 'other_ships', 'propeller', 'boeing_737', 'docking', 'small_plane', 'dc10', 'cargo_ship', 'refueling', 'mir', 'ships', 'space_shuttle', 'flight_path', 'aircraft', 'port', 'helicopter', 'orbit', 'spacecraft', 'parachute', 'home_port', 'the_kennedy_space_center', 'mir_space_station', 'small_boat', 'jet', 'airliners', 'new_route', '747', 'crash_site', 'final_destination', 'landing_gear', 'observatory', '737', 'rover', 'first_flight', 'cessna', 'boat', 'tyre', 'amtrak_train', 'cockpit', 'cargo', 'seaplane', 'freighters', 'commuter_plane', 'vessels', 'dealership', 'boeing_767', 'concorde', 'the_atlantic_ocean', 'c130', 'freight', 'container_ships', 'jetliner', 'altitude', 'newark_international_airport', 'cargo_ships', 'kennedy_airport', 'sailboat', 'refuel', 'kennedy_international_airport', 'mother_ship', 'jumbo_jets', 'shuttles', 'the_pacific_ocean', 'commercial_airliner', 'trawler', 'airstrip']","[105, 53, 97, 19, 52]"
114,politeness,"['honorable', 'respectful', 'flattered', 'gentlemanly', 'charmingly']","['temperament', 'keen_sense', 'eloquence', 'unselfish', 'approachable', 'individuality', 'rigor', 'intuition', 'mutual_respect', 'sensitivity', 'inner_strength', 'common_sense', 'decorum', 'inclusiveness', 'discourse', 'constancy', 'empathy', 'forthrightness', 'rationality', 'sense', 'selfdiscipline', 'teamwork', 'humility', 'graciousness', 'own_sake', 'understanding', 'civility', 'decency', 'religious_faith', 'selfcontrol', 'altruism', 'modesty', 'core_values', 'boldness', 'universality', 'fidelity', 'candor', 'compassion', 'honesty', 'tact', 'pragmatism', 'togetherness', 'work_ethic', 'reverence', 'respect', 'selfrestraint', 'professionalism', 'absolutes', 'own_sense', 'strong_sense', 'selfawareness', 'thoughtfulness', 'caring', 'good_sense', 'human_nature', 'friendliness', 'politeness', 'assertiveness', 'ethic', 'collegiality', 'nurturing', 'certain_degree', 'selfishness', 'good_judgment', 'sincerity', 'selfinterest', 'good_manners', 'intellect', 'openness']","[27, 17, 61, 36, 13]"
115,toy,"['superhero', 'child', 'handball', 'trumpet', 'toddler']","['mandolin', 'bongos', 'harp', 'maracas', 'cymbals', 'harmonium', 'strumming', 'flutes', 'flute', 'guitar', 'castanets', 'saxophone', 'mallets', 'glockenspiel', 'tenor_saxophone', 'drum_machine', 'banjo', 'trumpet', 'electric_guitar', 'jigs', 'acoustic_guitars', 'toy', 'acoustic_guitar', 'rapping', 'riffs', 'boom_box', 'horn_section', 'fiddle', 'lead_guitar', 'timbales', 'synthesizer', 'xylophone', 'tuba', 'cymbal', 'washboard', 'guitars', 'strummed', 'electric_piano', 'drums', 'vocals', 'bass_drum', 'boogie', 'saxophones', 'accordion', 'stuffed', 'tambourine', 'fiddles', 'congas', 'trombone', 'drum_kit', 'tambourines', 'harmonica']","[15, 34, 1, 40, 46]"
116,farming,"['stall', 'agricultural', 'farming', 'fertile', 'pasture']","['cage', 'cow', 'mule', 'hounds', 'camel', 'skunk', 'chore', 'squirrel', 'hare', 'buffalo', 'kitten', 'canary', 'ladybug', 'ant', 'trapper', 'fox', 'raccoon', 'bee', 'zebra', 'polar_bear', 'hippopotamus', 'bear', 'iguana', 'pasture', 'turtle', 'doe', 'beaver', 'frog', 'giraffe', 'goldfish', 'toad', 'python', 'dog', 'antelope', 'kangaroo', 'tiger', 'barnyard', 'elephant', 'steer', 'pig', 'rattlesnake', 'pigeon', 'coyote', 'cowboy', 'reindeer', 'beast', 'rabbit', 'crow', 'puppy', 'rat', 'rooster', 'llama', 'snake', 'alligator', 'ox', 'parrot', 'bush', 'tortoise', 'hay', 'farming', 'dragon', 'moose', 'donkey', 'bunny', 'cat', 'gorilla', 'sheep', 'outhouse', 'crocodile', 'goat', 'herd', 'lizard', 'chicken_coop', 'rhino', 'rhinoceros', 'monkey']","[23, 64, 0, 35, 54]"
117,meeting,"['outing', 'class', 'presentation', 'date', 'report']","['invite', 'consultations', 'schedule', 'consultation', 'meetings', 'input', 'discuss', 'advise', 'next_steps', 'scheduling', 'new_proposals', 'debate', 'bonding', 'discussions', 'discussion', 'consult', 'meeting']","[68, 66, 11, 65, 16]"
118,war,"['vanguard', 'heroic', 'army', 'conquer', 'rebel']","['tool', 'lethal_force', 'battleship', 'kalashnikov', 'nuclear_attack', 'war', 'bomber', 'new_weapon', 'deadly_force', 'terrorist', 'physical_force', 'hostile_forces', 'shield', 'arsenal', 'warlord', 'm16', 'evildoers', 'spartan', 'psychological_warfare', 'enemy_forces', 'guerrilla_tactics', 'stealth', 'gun', 'civilian', 'enemy', 'selfdefense', 'overwhelming_force', 'force', 'adversary', 'criminal', 'subordinate', 'crusade', 'combatant', 'weapons', 'rifle', 'weapon', 'counterinsurgency']","[110, 59, 68, 17, 53]"
119,speaking,"['interpret', 'pronounce', 'tone', 'joke', 'pronunciation']","['polite', 'trusting', 'blunt', 'honest', 'careless', 'laugh', 'disconcerting', 'rude', 'respectful', 'behave', 'pleasurable', 'smile', 'uncomfortable', 'expressive', 'understand', 'funny', 'candid', 'reassuring', 'irritating', 'accented', 'attentive', 'body_language', 'distracting', 'annoying', 'sincere', 'subtle', 'eye_contact', 'squeamish', 'cavalier', 'jaded', 'judgmental', 'clumsy', 'emotional', 'unpleasant', 'serious', 'intrusive', 'believable', 'speaking', 'awkward', 'intimidating', 'communicate', 'spontaneous', 'impolite', 'comforting', 'talk', 'insistent', 'tease', 'frank']","[45, 24, 55, 47, 68]"
120,listen,"['mumble', 'loud', 'singing', 'audio', 'melodic']","['chime', 'imitating', 'squirming', 'earphones', 'dance_floor', 'shouts', 'strumming', 'giggling', 'twirling', 'strutting', 'wails', 'electric_guitar', 'licks', 'scream', 'sound_system', 'raps', 'bass_lines', 'humming', 'rap', 'whistling', 'patter', 'shout', 'teasing', 'riffing', 'chimes', 'vocals', 'bellowing', 'miming', 'singing', 'banging', 'ranting', 'bang', 'pacing', 'riff', 'rocking', 'chords', 'chattering', 'listening', 'hummed', 'growls', 'cymbals', 'wail', 'pounding', 'whine', 'incessantly', 'shuffles', 'guitar', 'growled', 'saxophone', 'screaming', 'noises', 'sighing', 'horn', 'improvised', 'listen', 'riffs', 'boom_box', 'barking', 'crooned', 'stomping', 'cymbal', 'guitars', 'hum', 'drumming', 'crooning', 'playing', 'bass_drum', 'slapping', 'thumping', 'jamming', 'growling', 'soloing', 'squeals', 'screeching', 'yelling', 'bopping', 'belting', 'tune', 'wailing', 'fiddling', 'rapping', 'hears', 'swings', 'mouthing', 'droning', 'bandstand', 'listens', 'electric_piano', 'belt', 'babbling', 'swinging', 'squealing', 'howl', 'blare', 'murmuring', 'improvising', 'sings', 'clap', 'moaning', 'boombox', 'eavesdrop', 'grunts', 'mumbling', 'banjo', 'drum_machine', 'flailing', 'drum', 'mike', 'acoustic_guitar', 'howling', 'cursing', 'rhythm_section', 'fiddle', 'improvise', 'strummed', 'whistle', 'sing', 'whispering', 'blaring', 'accordion', 'hollering', 'clapping', 'harmonica']","[66, 119, 51, 126, 76]"
